"pc_drop_bar_bronze","Bronze Bar","A bronze bar."
"pc_drop_bar_gold","Gold Bar","A gold bar."
"pc_drop_bar_iron","Iron Bar","An iron bar."
"pc_drop_bar_silver","Silver Bar","A silver bar."
"pc_drop_bar_tin","Tin Bar","A tin bar."
"pc_drop_bar_steel","Steel Bar","A steel bar."
"pc_drop_flesh","Flesh","Some flesh."
"pc_drop_snake_scale","Snake Scale","A scale removed from a snake."
"pc_drop_worm_fang","Worm Fang","A fang retrieved from a worm."
"pc_drop_tusk","Tusk","A tusk retrieved from a boar."
"pc_drop_resistant_leaves","Resistant Leaves","Some surprisingly tough leaves."
"pc_drop_strange_vegetal_matter","Strange Vegetal Matter","A very strange vegetal material."
"pc_drop_rare_leaf","Rare Leaf","A somewhat strange leaf that you rarely see."
"pc_drop_blue_orb","Blue Orb","A mysterious blue orb."
"pc_drop_dragon_scale","Dragon Scale","A scale retrieved in an extremely hostile environment."
"pc_drop_ice","Ice","A chunk of ice."
"pc_drop_wood","Wood Chunk","A chunk of wood removed from a tree."
"pc_drop_hellwood","Hellwood Chunk","A chunk removed from a tree that grows in hell."
"pc_drop_bottle","Bottle","This glass bottle can contain the result of alchemical experiments."
"pc_drop_flask","Flask","This glass flask can contain the result of alchemical experiments."
"pc_drop_wisp_dust","Wisp Dust","This dust turns out to be the remains of a wisp."
"pc_drop_skull","Skull","A skeleton's skull."
"pc_zombie_part","Zombie Part","A piece of zombie retrieved from a specimen that won't raise again this time."
"pc_drop_rock","A Rock","A chunk of rock."
"pc_drop_bone","A Bone","A bone."
"pc_drop_bamboo","A Bamboo","A bamboo."
"pc_drop_bat_wings","Bat Wing","A wing retrieved from a bat."
"pc_drop_zombie_skin","Zombie Skin","Some zombie flesh, or at least what remains of it..."
"pc_drop_book","Book","An ordinary book."
"pc_drop_leather","Leather","Some leather retrieved from a beast."
"pc_drop_straw","Straw","Some straw."
"pc_drop_string","String","A string that could have multiple functions."
"pc_drop_wood_cherry","Cherry Wood","Some cherry tree wood."
"pc_drop_wood_forest","Forest Wood","Some wood retrieved from the forest."
"pc_drop_mystic_wood","Mystic Wood","Some wood that emits a magic aura."
"pc_drop_sacred_feather","Sacred Feather","A rare feather with immaculate whiteness."
"pc_drop_chloridian_essence","Chloridian Essence","The spiritual essences of a passed away Chloridian."
"pc_drop_paper","Paper","A simple paper sheet."
"pc_drop_parchment","Parchment","A basic parchment."
"pc_drop_magic_scroll","Magic Scroll","A scroll emitting a magic power."
"pc_drop_coal","Coal","Some coal gathered by mining."
"pc_drop_zinc","Zinc Ore","Some zinc ore gathered by mining."
"pc_drop_copper","Copper Ore","Some copper ore gathered by mining."
"pc_drop_gold","Gold Ore","Some gold ore gathered by mining."
"pc_drop_iron","Iron Ore","Some iron ore gathered by mining."
"pc_drop_silver","Silver Ore","Some silver ore gathered by mining."
"pc_drop_tin","Tin Ore","Some tin ore gathered by mining."
"pc_drop_small_wisp","Small Wisp","Release it to get a light source."
"pc_drop_small_crystal","Small Crystal","Allows you to teleport to the village."
"pc_seeds_beet","Beet Seeds","Seeds allowing you to grow beets."
"pc_seeds_cabbage","Cabbage Seeds","Seeds allowing you to grow cabbage."
"pc_seeds_carrot","Carrot Seeds","Seeds allowing you to grow carrots."
"pc_seeds_cauliflower","Cauliflower Seeds","Seeds allowing you to grow cauliflower."
"pc_seeds_chili","Chili Seeds","Seeds allowing you to grow chili."
"pc_seeds_corn","Corn Seeds","Seeds allowing you to grow corn."
"pc_seeds_eggplant","Eggplant Seeds","Seeds allowing you to grow eggplants."
"pc_seeds_leek","Leek Seeds","Seeds allowing you to grow leek."
"pc_seeds_onion","Onion Seeds","Seeds allowing you to grow onions."
"pc_seeds_parsley","Parsley Seeds","Seeds allowing you to grow parsley."
"pc_seeds_radish","Radish Seeds","Seeds allowing you to grow radish."
"pc_seeds_rice","Rice Seeds","Seeds allowing you to grow rice."
"pc_seeds_strawberry","Strawberry Seeds","Seeds allowing you to grow strawberries."
"pc_seeds_tomato","Tomato Seeds","Seeds allowing you to grow tomatoes."
"pc_seeds_watermellon","Watermelon Seeds","Seeds allowing you to grow watermelons."
"pc_seeds_wheat","Wheat Seeds","Seeds allowing you to grow wheat."
"pc_seeds_yellow_pepper","Yellow Pepper Seeds","Seeds allowing you to grow yellow peppers."
"pc_seeds_potato","Potato Seeds","Seeds allowing you to grow potatoes."
"pc_seeds_green_beans","Green Beans Seeds","Seeds allowing you to grow green beans."
"pc_seeds_pumpkin","Pumpkin Seeds","Seeds allowing you to grow pumpkins."
"pc_seeds_tree","Tree Seeds","An acorn allowing you to grow a tree."
"pc_food_corn","Corn","The reward for hard work on the fields."
"pc_food_wheat","Wheat","Some golden wheat you can turn into an infinity of flavours."
"pc_food_flour","Flour","Made from wheat, this flour will be very useful for numerous recipes."
"pc_food_bowl_of_cantonese_rice","Bowl of Cantonese Rice","Traditional chinese recipe, the cantonese rice will delight your palate."
"pc_food_bowl_of_rice","Bowl of Rice","A bowl of rice, a simple but nourishing meal."
"pc_food_bowl_of_rice_with_curry","Bowl of Curry Rice","A bowl of curry rice."
"pc_food_burritos","Burritos","A delicious burrito."
"pc_food_grilled_chicken","Grilled Chicken","A delicious chicken grilled with wood fire."
"pc_food_grilled_fish","Grilled Fish","A delicious fish grilled with wood fire."
"pc_food_grilled_meat","Grilled Meat","Some delicious meat grilled with wood fire."
"pc_food_hamburger","Hamburger","A delicious hamburger."
"pc_food_maki","Maki","Delicious maki, ready to be eaten."
"pc_food_onigiri","Onigiri","These rice balls are a welcome snack in case of little hunger."
"pc_food_pizza","Pizza","Ideal during a party with friends."
"pc_food_sauerkraut","Sauerkraut","A specialty made from cabbage and meat, you won't ever leave a bit hungry for more."
"pc_food_spaghetti","Spaghetti","That meal is very simple to cook, but really nourishing."
"pc_food_surimis","Surimis","These little fish sticks are very useful if you have the munchies."
"pc_food_sushi","Sushi","Fish, rice, and voila!"
"pc_food_vegetable_soup","Vegetable Soup","There's nothing like a good soup to heat up."
"pc_food_apple","Apple","A sweet and juicy apple."
"pc_food_banana","Banana","One of sportsmen's favourite food."
"pc_food_cherry","Cherry","Some delicious cherries!"
"pc_food_coconut","Coconut","A delicious and refreshing coconut."
"pc_food_grapes","Grape","A grape of delicious raisins."
"pc_food_heart_cherry","Heart Cherry","A cherry shaped like a heart."
"pc_food_kiwi","Kiwi","A delicious kiwi."
"pc_food_lemon","Lemon","A delicious lemon."
"pc_food_mango","Mango","A delicious mango."
"pc_food_orange","Orange","A delicious orange."
"pc_food_pear","Pear","A delicious pear."
"pc_food_pineapple","Pineapple","A deleacious pineapple."
"pc_food_strawberry","Strawberry","A juicy and sweet strawberry."
"pc_food_watermelon","Watermelon","A delicious watermelon."
"pc_food_Yj","Yj","A very singular fruit the locals call 'Yj'."
"pc_food_brain","Brain","Zombies' favourite meal!"
"pc_food_chicken","Chicken","You'll have to run to catch them!"
"pc_food_fish","Fish","A fish caught in the deepest place under the sea."
"pc_food_giblets","Giblets","Some giblets retrieved from wild animals."
"pc_food_heart","Heart","The sensation of feeling it beat in your hand assails you."
"pc_food_meat","Meat","A big fat steak!"
"pc_food_dried_meat","Dried Meat","Dried meat is the best food for travellers."
"pc_food_merguez","Merguez","Ideal for a barbecue."
"pc_food_sausage","Sausage","Ideal for a barbecue."
"pc_food_ham","Ham","A delicious ham."
"pc_food_brussels_sprouts","Brussels Sprouts","Some Brussels sprouts, to be eaten only in case of famine!"
"pc_food_parsley","Parsley","Some Parsley."
"pc_food_rice","Rice","Some Rice."
"pc_food_alga","Alga","Some algae, useful for a few recipes."
"pc_food_honey","Honey","Some honey gathered from beehives."
"pc_food_honeypot","Honey Jar","A jar filled with delicious honey."
"pc_food_slime_part","Slime Part","A slime part. Looks edible..."
"pc_food_bread","Bread","The irresistible smell of warm bread."
"pc_food_bread_with_jam","Bread with Jam","A slice of bread with some delicious jam!"
"pc_food_chocolate","Chocolate","This chocolate slab will fulfill all your wishes of gluttony."
"pc_food_maple_syrup","Maple Syrup","A syrup made from maple sap."
"pc_food_dango","Dango","Japanese specialty, these little balls are delicious snacks!"
"pc_food_egg","Egg","An egg."
"pc_food_multifruit_juice","Multifruit Juice","A juice composed of a multitude of different fruits. Lots of vitamins!"
"pc_food_cheese","Cheese","Some delicious cheese!"
"pc_food_jam","Jam","We've got the jam, we just need the bread."
"pc_food_berjnat","Berjnat","Looks like eggplant, but it isn't eggplant."
"pc_food_corlibo","Corlibo","Oh, a broccoli! Well, almost..."
"pc_food_tortillas","Tortillas","Tortilla made from corn."
"pc_food_cup_of_coffee","Cup of Coffee","There's nothing like a good cup of coffee to stay awake."
"pc_food_devl","Devl","A very strange fruit."
"pc_food_eye","Eye","An eye filled with proteins!"
"pc_food_farnel","Farnel","Some sort of alien strawberry with a strange color, but tasty."
"pc_food_ketchup","Ketchup","An extrêmely popular sauce on earth, made from tomatoes."
"pc_food_kraknat","Kraknat","This fruit looks like a nut. It is called 'Kraknat' by the locals."
"pc_food_oblirak","Oblirak","The autochtons themselves didn't know how to describe this. Even its taste is indescribable."
"pc_food_truffle_fusion","Molten truffle","A strange truffle, found in a volcanic environment."
"pc_food_turvet","Turvet","Looks like a turnip..."
"pc_food_milk","Milk","Delicious milk!"
"pc_food_cream","Cream","A jar of cream, for tasty recipes."
"pc_food_sugar_cane","Sugar Cane","Back on Earth, people eat those during New Year celebrations. Watch your teeth!"
"pc_food_sugar","Sugar","A bag of sugar, for all your desserts!"
"pc_food_butter","Butter","Some butter, necessary for an infinity of recipes!"
"pc_food_salt","Salt","Some salt."
"pc_food_pepper","Pepper","Some pepper."
"pc_food_curry","Curry","Lift your meals' flavour with this curry!"
"pc_food_water","Water","Some drinking water."
"pc_food_candy","Candy","Dont abuse it too much, there are no dentists on this planet!"
"pc_food_caramel","Caramel","Be careful, it sticks to your teeth!"
"pc_food_brioche","Brioche","A delicious brioche."
"pc_food_chocolate_donut","Chocolate Donut","Police forces' favourite food!"
"pc_food_strawberry_donut","Strawberry Donut","Police forces' favourite food!"
"pc_food_chocolate_ice_cream","Chocolate Ice Cream","A delicious chocolate ice cream."
"pc_food_cookie","Cookie","An irresistible cookie!"
"pc_food_croissant","Croissant","There's nothing like a delicious croissant to go with the hot chocolate during breakfast."
"pc_food_cupcake","Cupcake","A little colored cake, deliciously sweet."
"pc_food_eclair_au_chocolat","Eclair au Chocolat","A delicious chocolate eclair!"
"pc_food_flan","Flan","Flan."
"pc_food_gingerbread","Gingerbread","A gingerbread man!"
"pc_food_macaroon","Macaroon","A delicious macaron."
"pc_food_pancake","Pancake","With maple syrup, it's a delight!"
"pc_food_pancake_deluxe","Deluxe Pancake","With maple syrup, it's a delight!"
"pc_food_parfait","Parfait","To end a meal perfectly."
"pc_food_pudding","Pudding","Some pudding."
"pc_food_slime_ice_cream","Slime Ice Cream","A... slime ice cream?"
"pc_food_slime_jelly","Slime Jelly","A gelatinous flan made of slime parts."
"pc_food_strawberry_cake","Strawberry Cake","A delicious slice of strawberry cake."
"pc_food_clam","Clam","A big clam."
"pc_food_crab","Crab","A crab, watch out for its pincers!"
"pc_food_shrimp","Shrimp","A freshly-caught shrimp."
"pc_food_almond","Almond","A delicious almond."
"pc_food_cocoa","Cocoa","A cocoa-pod containing cocoa seeds."
"pc_food_hazel","Hazelnut","A delicious hazelnut."
"pc_food_red_bean","Red Bean","Delicious red beans."
"pc_food_walnut","Walnut","A delicious walnut."
"pc_food_coffee_seed","Coffee Seed","Essential to prepare a good coffee."
"pc_food_artichoke","Artichoke","A delicious artichoke."
"pc_food_avocado","Avocado","A delicious avocado."
"pc_food_beet","Beet","In a salad, it's delicious."
"pc_food_carrot","Carrot","Rabbits' favourite food."
"pc_food_cauliflower","Cauliflower","Some cauliflower."
"pc_food_chili_pepper","Chili Pepper","Spice up your recipes with this pepper mix!"
"pc_food_eggplant","Eggplant","A celicious eggplant."
"pc_food_green_bean","Green Beans","Green beans."
"pc_food_leek","Leek","A leek."
"pc_food_cabbage","Cabbage","Cabbage."
"pc_food_lettuce","Lettuce","For a balanced meal, eat a bit of lettuce!"
"pc_food_onion","Onion","An onion. Precious condiment for your recipes."
"pc_food_pea","Pea","Some delicious peas."
"pc_food_potato","Potato","A potato."
"pc_food_pumpkin","Pumpkin","On earth, we hollow out and work pumpkins once a year, during a celebration."
"pc_food_radish","Radish","A delicious radish."
"pc_food_tomato","Tomato","A juicy tomato."
"pc_food_yellow_pepper","Yellow Pepper","Spice up your recipes with this yellow pepper!"
"pc_food_zucchini","Zucchini","A delicious zuccini."
"pc_caveplant_glow_flower","Cave Glowing Flower","A glowing flower that blossoms in caverns."
"pc_arctic_flower","Arctic Flower","Its toughness allows it to survive even in the most artic cold."
"pc_cutting_flower","Cutting Flower","A flower with sharp petals. Be careful!"
"pc_ice_flower","Ice Flower","A flower that grows only where the cold reigns."
"pc_ice_lotus_flower","Ice Lotus","A magnificent lotus that grows only in glacial environments."
"pc_winter_flower","Winter Flower","It only grows in winter."
"pc_bloody_cupola_flower","Bloody Cupola","A flower with blood-red petals that some creatures of the night wouldn't have denied."
"pc_blue_flower","Blue Flower","A pretty blue flower."
"pc_brain_flower","Brain Flower","The overall pattern of this flower looks like a brain."
"pc_butterfly_flower","Butterfly Flower","This flower looks like a beautiful butterfly."
"pc_buttons_flower","Buttons Flower","By smelling the delicate perfume of this flower, you suddenly feel healthier."
"pc_caly_flower","Caly Flower","A little flower used as a catalyst."
"pc_green_flower","Green Flower","A pretty green flower."
"pc_gum_flower","Gum Flower","A flower that looks like chewing gum."
"pc_heart_flower","Heart Flower","A flower whose petals form a heart."
"pc_lily_of_the_valley_flower","Lily of the Valley","The symbol of spring."
"pc_orange_flower","Orange Flower","A pretty orange flower."
"pc_orange_tulip_flower","Orange Tulip","An orange-colored tulip."
"pc_phenix_flower","Phoenix Flower","Its shape evokes a famous mythical creature."
"pc_purple_flower","Purple Flower","A pretty purple flower."
"pc_rainbow_flower","Rainbow Flower","A flower whose petals form a splendid rainbow."
"pc_red_flower","Red Flower","A pretty red flower."
"pc_shuriken_flower","Shuriken Flower","Its shape evokes a very common weapon amongst the shadow warriors."
"pc_smiley_flower","Smiley Flower","A flower whose petals form a smiley."
"pc_sun_lotus_flower","Sun Lotus","A magnificent lotus."
"pc_tri_flower","Tri Flower","Its shape evokes a well-known legend on earth."
"pc_violet_flower","Violet Flower","A pretty violet flower."
"pc_yellow_flower","Yellow Flower","A pretty yellow flower."
"pc_yellow_tulip_flower","Yellow Tulip","A yellow-colored tulip."
"pc_mush_big_blue","Big blue mushroom","A big blue-colored mushroom."
"pc_mush_little_blue","Little blue mushroom","A small blue-colored mushroom."
"pc_mush_big_blueglowing","Big blue glowing mushroom","A big blue-colored glowing mushroom."
"pc_mush_little_blueglowing","Little blue glowing mushroom","A small blue-colored glowing mushroom."
"pc_mush_big_green","Big green mushroom","A big green-colored mushroom."
"pc_mush_little_green","Little green mushroom","A small green-colored mushroom."
"pc_mush_big_greenglowing","Big green glowing mushroom","A big green-colored glowing mushroom."
"pc_mush_little_greenglowing","Little green glowing mushroom","A small green-colored glowing mushroom."
"pc_mush_big_red","Big red mushroom","A big red-colored mushroom."
"pc_mush_little_red","Little red mushroom","A small red-colored mushroom."
"pc_mush_big_orange","Big orange mushroom","A big orange-colored mushroom."
"pc_mush_little_orange","Little orange mushroom","A small orange-colored mushroom."
"pc_mush_orange","Orange mushroom","An orange-colored mushroom."
"pc_mush_boletus","Boletus","A boletus."
"pc_mush_orange_boletus","Orange Boletus","An orange boletus."
"pc_mush_morel","Morel mushroom","A morel mushroom."
"pc_mush_ice","Ice mushroom","An ice mushroom."
"pc_mush_gold","Golden mushroom","A golden mushroom."
"pc_mush_jelly","Jelly mushroom","A mushroom with a gelatinous texture."
"pc_mush_lava","Lava mushroom","A mushroom that grows near lava."
"pc_mush_chanterelle","Chanterelle","A chanterelle."
"pc_mush_blue_chanterelle","Blue Chanterelle","A blue chanterelle."
"pc_mush_copper","Copper mushroom","A copper-colored mushroom."
"pc_mush_long","Long mushroom","A stretched out mushroom."
"pc_mush_trumpet_of_death","Trumpet of death","A trumpet of death."
"pc_chest_wood","Wooden Chest","A simple-made wooden chest."
"pc_chest_iron","Iron Chest","A tough iron chest."
"pc_chest_silver","Silver Chest","A magnificent silver chest!"
"pc_chest_gold","Gold Chest","Only the greatest treasures can rest inside this solid gold chest."
"pc_chest_mimic","Mimic Chest","I think i've seen this chest move..."

"pc_drop_bar_zinc","Zink bar","A bar of zink"
"pc_drop_butterfly_gem","Butterfly Gem","Butterfly Gem"
"pc_drop_creep_blood","Creep blood flask","Creep blood flask"
"pc_drop_easter_egg","Strange Egg","Charisma +15"
"pc_drop_lava_heart","Lava Heart","Lava Heart"
"pc_drop_life_gem1","Life Gem","Life gem level 1"
"pc_drop_life_gem2","Life Gem","Life gem level 2"
"pc_drop_life_gem3","Life Gem","Life gem level 3"
"pc_drop_ring_bronze","Bronze ring","Bronze ring"
"pc_drop_ring_copper","Copper ring","Copper ring"
"pc_drop_ring_gold","Gold ring","Gold ring"
"pc_drop_ring_iron","Iron ring","Iron ring"
"pc_drop_ring_silver","Silver ring","Silver ring"
"pc_drop_ring_steel","Steel ring","Steel ring"
"pc_drop_ring_tin","Tin ring","Tin ring"
"pc_drop_royalstone","Royal stone","A royal stone"
"pc_drop_scorpion_tail","Scorpion Tail","Scorpion Tail"
"pc_drop_soul_necklace","Soul necklace","Soul necklace"
"pc_drop_icarus_necklace","Icarus necklace","Icarus necklace"
"pc_drop_stamina_gem1","Stamina Gem","Stamina gem level 1"
"pc_drop_stamina_gem2","Stamina Gem","Stamina gem level 2"
"pc_drop_stamina_gem3","Stamina Gem","Stamina gem level 3"
"pc_drop_sulfur","Sulfur","Sulfur"
"pc_drop_wood_mystic","Mystic wood","A mystic wood"

"pc_food_amond","Almond","An almond"
"pc_food_haricot_vert","Haricot vert","Haricot vert"
"pc_food_slime_icecream","Slime Icecream","Slime Icecream"
"pc_food_zombie_meat","Zombie Meat","Zombie Meat"

"pc_sword_phenix","Phoenix Sword","Contains the soul of a phoenix"

"pc_drop_fire_orb","Fire Orb","Fire orb"
"pc_chest_fire","Fire Chest","Fire chest"

"pc_companion_orb_necro","Necromancer Orb","An equipable companion orb\nthat can shoot enemies"
"pc_grenade_banana_bomb","Banana Bomb","Warning - Very explosive"
"pc_grenade_base","Basic grenade","Basic grenade"
"pc_grenade_base_small","Basic small grenade","Basic small grenade"

"pc_slime_ball","Slime Ball","Slime Ball"
"pc_wisp_ball","Wisp Ball","Wisp Ball"
"pc_zombi_ball","Zombi Ball","Zombi Ball"
"pc_bouncing_ball","Bouncing Ball","Bouncing Ball"
"pc_antigravity_ball","Antigravity Ball","Antigravity Ball"
"pc_lightweight_ball","Lightweight Ball","Lightweight Ball"
"pc_gold_ball","Gold Ball","Gold Ball"
"pc_cannonball","Cannonball","Cannonball"

"pc_catch_gem","Soul Gem","Trap the souls of monsters."
"pc_catch_gem2","Soul Gem lv2","Trap the souls of monsters."
"pc_catch_gem3","Soul Gem lv3","Trap the souls of monsters."
"pc_catch_gem4","Soul Gem lv4","Trap the souls of monsters."
"pc_catch_gem5","Soul Gem lv5","Trap the souls of monsters."
"pc_catch_gem6","Soul Gem lv6","Trap the souls of monsters."
"pc_catch_gem7","Soul Gem lv7","Trap the souls of monsters."
"pc_catch_gem8","Soul Gem lv8","Trap the souls of monsters."
"pc_catch_gem9","Soul Gem lv9","Trap the souls of monsters."

"pc_armor_devourer_mask","Mask","Monster mask"
"pc_armor_ghost_mask","Mask","Monster mask"


"pc_drop_cactus_part","Cactus part","A cactus part."
"pc_brick_cactus1","Cactus Block","A cactus block."
"pc_cactus_door","Cactus Door","A cactus door."
"pc_cactus_table","Cactus table","A cactus table."
"pc_cactus_chair1","Simple cactus chair","Simple cactus chair."
"pc_cactus_armchair1","Elaborate cactus chair","A more elaborate cactus chair."
"pc_cactus_armchair2","Simple cactus armchair","A simple cactus armchair."
"pc_cactus_armchair3","Puffy cactus armchair","A puffy cactus armchair."
"pc_cactus_wardrobe1","Cactus wardrobe","A cactus wardrobe."
"pc_cactus_wardrobe2","Big cactus wardrobe","A big cactus wardrobe."
"pc_cactus_lamp1","Cactus lamp","A cactus lamp with a flower."
"pc_cactus_chandelier1","Cactus chandelier","A cactus chandelier with a flower."
"pc_cactus_bed1","Cactus bed","A cactus bed."
"pc_cactus_sofa1","Cactus sofa","A cactus sofa."
"pc_cactus_craft_table","Cactus craft table","A cactus craft table."

"pc_block_hellrock1","Hellrock","A hellrock block."

"pc_brick_castle1","Castle brick","A casle brick."

"pc_brick_castle2","Castle brick","A casle brick."
"pc_brick_castle3","Castle brick","A casle brick."
"pc_brick_castle4","Castle brick","A casle brick."

"pc_brick_clay1","Clay brick","A clay brick."
"pc_brick_clay2","Clay brick","A clay brick."
"pc_brick_clay3","Clay brick","A clay brick."
"pc_brick_clay4","Clay brick","A clay brick."

"pc_brick_ice","Ice brick","An ice brick."
"pc_block_ice","Ice block","An ice block."
"pc_block_ice2","Ice block","An ice block."
"pc_block_ice3","Ice block","An ice block."

"pc_brick_prison1","Prison brick","A prison brick."
"pc_brick_prison2","Prison brick","A prison brick."

"pc_brick_sand1","Sand brick","A sand brick."
"pc_brick_sand2","Sand brick","A sand brick."
"pc_brick_sand3","Sand brick","A sand brick."
"pc_brick_sand4","Sand brick","A sand brick."

"pc_block_slime","Slime block","A slime block."
"pc_block_slime2","Slime block","A slime block."
"pc_block_slime3","Slime block","A slime block."
"pc_block_slime4","Slime block","A slime block."


"pc_block_board_1","Wood board","Wood board"
"pc_block_board_2","Wood board","Wood board"
"pc_block_board_3","Wood board","Wood board"
"pc_block_wood_pillar","Wood pillar","A pillar made of wood"
"pc_block_roof","Roof tile","A roof tile"
"pc_block_straw_roof","Straw roof tile","A window block which lets light pass through"

"pc_block_dirt","Dirt","A dirt block."
"pc_block_sand","Sand","A sand block."
"pc_block_snow","Snow","A snow block."
"pc_block_ash","Ash","An ash block."
"pc_block_flesh1","Flesh block","A flesh block."
"pc_block_flesh2","Flesh block","A flesh block."
"pc_block_flesh3","Flesh block","A flesh block."
"pc_block_flesh4","Flesh block","A flesh block."
"pc_block_flesh5","Flesh block","A flesh block."
"pc_block_flesh6","Flesh block","A flesh block."
"pc_block_flesh7","Flesh block","A flesh block."
"pc_block_flesh8","Flesh block","A flesh block."

"pc_block_cross_grid_1","Wood Grid","Wood Grid"
"pc_block_cross_grid_metal","Metal Grid","A metallic grid"
"pc_block_wood_fence1","Wood Fence","Wood Fence"
"pc_block_wood_fence2","Wood Fence","Wood Fence"
"pc_block_rock1","Rock","A rock block."
"pc_block_glass","Glass Block","A glass block which lets light pass through"
"pc_block_window","Window Block","A window block which lets light pass through"

"pc_block_aztec_1","Aztec rocks","Aztec rocks"
"pc_block_aztec_2","Aztec beam","Aztec beam"
"pc_block_aztec_3","Aztec pillar top","Aztec pillar top"
"pc_block_aztec_4","Aztec pillar","Aztec pillar"
"pc_block_aztec_5","Aztec pillar base","Aztec pillar base"
"pc_block_aztec_6","Aztec ornate block","Aztec ornate block"
"pc_block_aztec_7","Aztec stone block","Aztec stone block"
"pc_block_aztec_8","Aztec stone bricks","Aztec stone bricks"

"pc_block_crimson_1","Crimson tiles","Crimson tiles"
"pc_block_crimson_2","Crimson roof tiles","Crimson roof tiles"
"pc_block_crimson_3","Crimson jewel block","Crimson jewel block"
"pc_block_crimson_4","Crimson veined block","Crimson veined block"
"pc_block_crimson_5","Crimson tiles","Crimson tiles"
"pc_block_crimson_6","Crimson rusted panel","Crimson rusted panel"
"pc_block_crimson_7","Crimson rusted tile","Crimson rusted tile"
"pc_block_crimson_8","Crimson wall block","Crimson wall block"
"pc_block_crimson_9","Crimson pillar","Crimson pillar"
"pc_block_crimson_10","Crimson spikes","Crimson spikes"

"pc_block_futuresteel_3","Future steel solar tile","Future steel solar tile"
"pc_block_futuresteel_5","Future steel platform","Future steel platform"
"pc_block_futuresteel_7","Future steel coil","Future steel coil"
"pc_block_futuresteel_8","Future steel energy block","Future steel energy block"
"pc_block_futuresteel_9","Future steel glass panel","Future steel glass panel"
"pc_block_futuresteel_10","Future steel CPU","Future steel CPU"
"pc_block_futuresteel_11","Future steel energy panel","Future steel energy panel"
"pc_block_futuresteel_12","Future steel data pillar","Future steel data pillar"
"pc_block_futuresteel_13","Future steel slab","Future steel slab"
"pc_block_futuresteel_14","Future steel circuitry","Future steel circuitry"
"pc_block_futuresteel_15","Future steel neon block","Future steel neon block"
"pc_block_futuresteel_16","Future steel energy slab","Future steel energy slab"
"pc_block_futuresteel_17","Future steel energy pillar","Future steel energy pillar"
"pc_block_futuresteel_18","Future steel panel","Future steel panel"
"pc_block_futuresteel_19","Future steel tile","Future steel tile"
"pc_block_futuresteel_20","Future steel pipes","Future steel pipes"
"pc_block_futuresteel_21","Future steel roof tile","Future steel roof tile"
"pc_block_futuresteel_22","Future steel roof armor","Future steel roof armor"
"pc_block_futuresteel_23","Future steel grid","Future steel grid"
"pc_block_futuresteel_24","Future steel data slab","Future steel data slab"

"pc_block_military_1","Military block","Military block"
"pc_block_military_2","Military area block","Military area block"
"pc_block_military_3","Military bricks","Military bricks"
"pc_block_military_4","Military tile","Military tile"
"pc_block_military_5","Military foilage","Military foilage"
"pc_block_military_6","Military roof tile","Military roof tile"
"pc_block_military_7","Military wire fence","Military wire fence"
"pc_block_military_8","Military beam","Military beam"
"pc_block_military_9","Military engraved tile","Military engraved tile"
"pc_block_military_10","Military cement block","Military cement block"
"pc_block_military_11","Military cement tile","Military cement tile"
"pc_block_military_12","Military reinforced block","Military reinforced block"

"pc_block_modern_1","Modern green tiles","Modern green tiles"
"pc_block_modern_2","Modern red panel","Modern red panel"
"pc_block_modern_3","Modern concrete block","Modern concrete block"
"pc_block_modern_4","Modern glass panel","Modern glass panel"
"pc_block_modern_5","Modern roof tile","Modern roof tile"
"pc_block_modern_6","Modern clay bricks","Modern clay bricks"
"pc_block_modern_7","Modern slab","Modern slab"
"pc_block_modern_8","Modern cement bricks","Modern cement bricks"
"pc_block_modern_9","Modern cement block","Modern cement block"
"pc_block_modern_10","Modern wooden tiles","Modern wooden tiles"

"pc_block_obsidian_1","Obsidian pillar","Obsidian pillar"
"pc_block_obsidian_2","Obsidian golden slab","Obsidian golden slab"
"pc_block_obsidian_3","Obsidian scales","Obsidian scales"
"pc_block_obsidian_4","Obsidian prismatic block","Obsidian prismatic block"
"pc_block_obsidian_5","Obsidian bricks","Obsidian bricks"
"pc_block_obsidian_6","Obsidian tiles","Obsidian tiles"
"pc_block_obsidian_7","Obsidian wave block","Obsidian wave block"
"pc_block_obsidian_8","Obsidian ornate block","Obsidian ornate block"
"pc_block_obsidian_9","Obsidian amber block","Obsidian amber block"
"pc_block_obsidian_10","Obsidian golden beam","Obsidian golden beam"
"pc_block_obsidian_11","Obsidian column","Obsidian column"

"pc_block_pirate_1","Pirate wall","Pirate wall"
"pc_block_pirate_2","Pirate slab","Pirate slab"
"pc_block_pirate_3","Pirate mast","Pirate mast"
"pc_block_pirate_4","Pirate porthole","Pirate porthole"
"pc_block_pirate_5","Pirate wooden tile","Pirate wooden tile"
"pc_block_pirate_6","Pirate beam","Pirate beam"
"pc_block_pirate_7","Pirate mast base","Pirate mast base"

"pc_block_roman_1","Roman wooden panel","Roman wooden panel"
"pc_block_roman_2","Roman clay tiles","Roman clay tiles"
"pc_block_roman_3","Roman ornate marble","Roman ornate marble"
"pc_block_roman_4","Roman granite","Roman granite"
"pc_block_roman_5","Roman tiles","Roman tiles"
"pc_block_roman_6","Roman golden brick","Roman golden brick"
"pc_block_roman_7","Roman clay brick","Roman clay brick"
